Account_ID,Customer_ID,Account_Type,Branch_Code,Branch_City,Opening_Date,Current_Balance,Status
A000009377,C06248,Savings,BR1026,Mumbai,2026-06-26,679219,Active
A000009378,C06249,Savings,BR1013,Hyderabad,2025-05-22,953979,Active
A000009379,C06249,Current,BR1016,Delhi,2025-02-08,1895601,Active
A000009380,C06250,Savings,BR1012,Pune,2025-01-20,1004440,Active
A000009381,C06251,Savings,BR1017,Delhi,2025-12-21,1020258,Active
A000009382,C06251,Current,BR1024,Hyderabad,2025-07-19,4160003,Closed
A000009383,C06252,Savings,BR1005,Hyderabad,2025-01-06,802251,Active
A000009384,C06252,Current,BR1020,Ahmedabad,2024-08-27,4367388,Active
A000009385,C06253,Savings,BR1025,Pune,2018-12-05,374493,Active
A000009386,C06253,Current,BR1029,Ahmedabad,2023-06-11,830418,Active
A000009387,C06254,Savings,BR1006,Hyderabad,2024-11-02,523157,Active
A000009388,C06254,Current,BR1003,Jaipur,2023-09-14,4679482,Active
A000009389,C06255,Savings,BR1005,Ahmedabad,2026-06-15,801791,Active
A000009390,C06256,Savings,BR1024,Bengaluru,2026-03-27,640674,Active
A000009391,C06257,Savings,BR1015,Delhi,2025-06-11,1084916,Active
A000009392,C06257,Current,BR1008,Mumbai,2025-11-22,3399269,Active
A000009393,C06258,Savings,BR1027,Lucknow,2024-07-10,894952,Active
A000009394,C06258,Current,BR1019,Pune,2025-12-18,4871004,Active
A000009395,C06259,Savings,BR1018,Ahmedabad,2023-12-30,948125,Active
A000009396,C06260,Savings,BR1024,Ahmedabad,2024-10-16,563981,Active
A000009397,C06260,Current,BR1023,Jaipur,2025-02-04,4464344,Active
A000009398,C06261,Savings,BR1020,Delhi,2026-06-18,998429,Active
A000009399,C06262,Savings,BR1005,Jaipur,2025-10-29,516740,Active
A000009400,C06262,Current,BR1008,Hyderabad,2026-07-19,244696,Active
A000009401,C06263,Current,BR1002,Lucknow,2024-01-03,663899,Active
A000009402,C06264,Savings,BR1006,Kolkata,2025-06-23,265847,Active
A000009403,C06265,Savings,BR1011,Mumbai,2024-05-20,525209,Active
A000009404,C06266,Savings,BR1028,Kolkata,2022-12-24,648199,Active
A000009405,C06267,Savings,BR1026,Ahmedabad,2026-07-25,1268421,Active
A000009406,C06268,Current,BR1020,Chennai,2023-09-22,2075163,Active
A000009407,C06268,Savings,BR1011,Pune,2025-02-01,550307,Active
A000009408,C06269,Savings,BR1025,Mumbai,2023-05-27,146379,Active
A000009409,C06270,Savings,BR1018,Kolkata,2023-08-04,664345,Active
A000009410,C06271,Savings,BR1017,Hyderabad,2022-08-03,915164,Active
A000009411,C06271,Current,BR1016,Jaipur,2023-11-12,538867,Active
A000009412,C06272,Savings,BR1026,Chennai,2025-01-22,78148,Active
A000009413,C06273,Savings,BR1023,Jaipur,2024-06-15,229419,Active
A000009414,C06273,Current,BR1020,Kolkata,2024-08-27,4912090,Active
A000009415,C06274,Current,BR1006,Chennai,2024-03-13,4014124,Active
A000009416,C06274,Savings,BR1024,Lucknow,2022-09-25,1480232,Active
A000009417,C06275,Savings,BR1001,Jaipur,2024-12-23,369185,Active
A000009418,C06275,Current,BR1030,Mumbai,2025-06-24,4058296,Active
A000009419,C06276,Savings,BR1028,Jaipur,2026-04-27,561204,Active
A000009420,C06276,Current,BR1007,Hyderabad,2025-12-07,2729814,Active
A000009421,C06277,Savings,BR1004,Jaipur,2023-06-02,616683,Active
A000009422,C06278,Savings,BR1029,Pune,2025-09-12,1073554,Active
A000009423,C06279,Savings,BR1006,Lucknow,2024-09-20,591450,Active
A000009424,C06280,Savings,BR1008,Ahmedabad,2026-01-03,1026575,Active
A000009425,C06281,Savings,BR1015,Ahmedabad,2024-06-28,417166,Active
A000009426,C06282,Savings,BR1012,Chennai,2025-09-17,1340174,Active
A000009427,C06283,Savings,BR1028,Lucknow,2020-10-22,90213,Active
A000009428,C06283,Current,BR1008,Pune,2020-12-20,2581573,Active
A000009429,C06284,Savings,BR1028,Ahmedabad,2021-12-10,1273776,Active
A000009430,C06285,Savings,BR1011,Mumbai,2026-06-11,1351927,Active
A000009431,C06285,Current,BR1005,Pune,2025-08-17,1118650,Active
A000009432,C06286,Current,BR1006,Jaipur,2024-05-28,2351775,Active
A000009433,C06286,Savings,BR1018,Delhi,2024-09-15,293380,Active
A000009434,C06287,Savings,BR1008,Chennai,2024-05-12,936053,Active
A000009435,C06288,Savings,BR1002,Kolkata,2025-01-11,1282660,Active
A000009436,C06288,Current,BR1020,Lucknow,2026-01-10,3477632,Active
A000009437,C06289,Savings,BR1005,Chennai,2025-03-18,1133624,Active
A000009438,C06289,Current,BR1016,Kolkata,2022-03-04,3853296,Active
A000009439,C06290,Savings,BR1017,Chennai,2024-02-11,665968,Active
A000009440,C06291,Savings,BR1005,Mumbai,2026-07-08,969362,Active
A000009441,C06292,Savings,BR1005,Pune,2022-05-08,707569,Active
A000009442,C06292,Current,BR1014,Delhi,2021-10-13,2790428,Closed
A000009443,C06293,Savings,BR1024,Lucknow,2026-03-17,857792,Active
A000009444,C06294,Savings,BR1008,Ahmedabad,2026-07-31,1067692,Active
A000009445,C06295,Savings,BR1022,Delhi,2026-02-02,197497,Active
A000009446,C06295,Current,BR1026,Mumbai,2026-06-19,4301869,Active
A000009447,C06296,Savings,BR1026,Jaipur,2026-02-27,72297,Active
A000009448,C06296,Current,BR1028,Bengaluru,2025-05-21,4306109,Active
A000009449,C06297,Savings,BR1001,Mumbai,2024-05-17,876657,Active
A000009450,C06298,Savings,BR1008,Hyderabad,2023-07-19,620773,Active
A000009451,C06298,Current,BR1028,Hyderabad,2025-07-31,4514438,Active
A000009452,C06299,Savings,BR1015,Delhi,2026-05-05,938781,Active
A000009453,C06299,Current,BR1010,Ahmedabad,2026-07-28,2523067,Active
A000009454,C06300,Current,BR1016,Mumbai,2025-11-10,3659345,Active
A000009455,C06300,Savings,BR1019,Bengaluru,2025-12-22,142761,Active
A000009456,C06301,Savings,BR1008,Jaipur,2026-03-31,940112,Active
A000009457,C06302,Savings,BR1023,Jaipur,2026-03-13,1482587,Active
A000009458,C06302,Current,BR1025,Jaipur,2025-12-15,3788232,Active
A000009459,C06303,Current,BR1011,Jaipur,2026-03-15,2922001,Active
A000009460,C06303,Savings,BR1019,Jaipur,2023-07-17,1049405,Active
A000009461,C06304,Savings,BR1004,Pune,2023-12-13,1280890,Active
A000009462,C06304,Current,BR1030,Pune,2025-12-15,4876743,Inactive
A000009463,C06305,Savings,BR1024,Delhi,2026-06-06,842674,Active
A000009464,C06305,Current,BR1023,Ahmedabad,2026-05-13,4172970,Active
A000009465,C06306,Savings,BR1003,Delhi,2024-05-21,1086588,Active
A000009466,C06307,Savings,BR1006,Pune,2025-02-04,1247620,Active
A000009467,C06307,Current,BR1019,Hyderabad,2026-02-05,2122854,Active
A000009468,C06308,Savings,BR1013,Delhi,2023-07-16,250358,Active
A000009469,C06309,Savings,BR1006,Kolkata,2026-02-21,1472743,Inactive
A000009470,C06309,Current,BR1026,Pune,2026-03-31,2070781,Inactive
A000009471,C06310,Savings,BR1004,Kolkata,2026-06-08,1324667,Active
A000009472,C06311,Savings,BR1010,Kolkata,2026-01-31,757015,Active
A000009473,C06311,Current,BR1019,Delhi,2025-10-21,848869,Active
A000009474,C06312,Savings,BR1011,Ahmedabad,2023-10-23,1020607,Active
A000009475,C06312,Current,BR1027,Ahmedabad,2024-03-02,3157116,Active
A000009476,C06313,Current,BR1005,Hyderabad,2024-03-02,523820,Active
A000009477,C06314,Savings,BR1013,Pune,2025-10-22,602814,Active
A000009478,C06315,Current,BR1002,Ahmedabad,2025-08-07,4160483,Active
A000009479,C06315,Savings,BR1003,Jaipur,2024-06-27,648032,Active
A000009480,C06316,Current,BR1001,Delhi,2024-06-03,1343267,Active
A000009481,C06317,Savings,BR1021,Kolkata,2024-01-05,194040,Active
A000009482,C06317,Current,BR1027,Hyderabad,2022-06-27,2580012,Active
A000009483,C06318,Savings,BR1008,Lucknow,2026-02-28,686805,Active
A000009484,C06318,Current,BR1017,Chennai,2025-03-30,1078086,Active
A000009485,C06319,Savings,BR1018,Chennai,2024-01-18,1182782,Active
A000009486,C06320,Savings,BR1024,Jaipur,2024-12-20,192576,Active
A000009487,C06320,Current,BR1030,Chennai,2025-02-02,1182917,Active
A000009488,C06321,Savings,BR1023,Mumbai,2024-08-27,576185,Active
A000009489,C06321,Current,BR1006,Kolkata,2023-02-14,572166,Active
A000009490,C06322,Current,BR1002,Ahmedabad,2025-07-12,1087741,Active
A000009491,C06322,Savings,BR1018,Bengaluru,2025-04-18,1473054,Active
A000009492,C06323,Savings,BR1016,Lucknow,2026-07-01,951359,Active
A000009493,C06323,Current,BR1020,Kolkata,2025-04-24,1525320,Active
A000009494,C06324,Current,BR1028,Mumbai,2025-11-29,84633,Active
A000009495,C06325,Savings,BR1017,Chennai,2025-05-08,344298,Active
A000009496,C06325,Current,BR1003,Chennai,2026-02-02,3967479,Active
A000009497,C06326,Savings,BR1012,Hyderabad,2024-05-31,771853,Closed
A000009498,C06326,Current,BR1012,Mumbai,2025-03-16,1614219,Active
A000009499,C06327,Savings,BR1018,Chennai,2021-11-17,1391827,Active
A000009500,C06327,Current,BR1011,Lucknow,2022-03-23,1172530,Active
A000009501,C06328,Savings,BR1016,Bengaluru,2026-03-20,925599,Active
A000009502,C06328,Current,BR1006,Hyderabad,2026-02-06,2169456,Active
A000009503,C06329,Savings,BR1005,Delhi,2025-10-09,753794,Active
A000009504,C06329,Current,BR1023,Bengaluru,2024-05-29,3193750,Active
A000009505,C06330,Savings,BR1022,Pune,2025-01-23,566542,Active
A000009506,C06331,Savings,BR1004,Delhi,2022-12-07,566418,Active
A000009507,C06331,Current,BR1007,Lucknow,2026-01-19,4848798,Active
A000009508,C06332,Savings,BR1025,Kolkata,2026-06-09,1324678,Active
A000009509,C06333,Savings,BR1026,Jaipur,2025-06-30,417962,Active
A000009510,C06333,Current,BR1001,Hyderabad,2025-11-04,3631286,Active
A000009511,C06334,Savings,BR1020,Kolkata,2025-07-08,1070024,Inactive
A000009512,C06334,Current,BR1021,Delhi,2022-09-01,2122555,Closed
A000009513,C06335,Savings,BR1007,Jaipur,2024-01-26,114780,Active
A000009514,C06335,Current,BR1014,Jaipur,2025-07-15,527847,Active
A000009515,C06336,Savings,BR1003,Chennai,2026-04-04,303080,Active
A000009516,C06337,Savings,BR1009,Jaipur,2019-10-11,125907,Active
A000009517,C06337,Current,BR1016,Pune,2025-11-02,2104139,Active
A000009518,C06338,Savings,BR1019,Hyderabad,2022-07-14,33669,Active
A000009519,C06339,Current,BR1010,Mumbai,2022-09-04,1850549,Active
A000009520,C06339,Savings,BR1030,Delhi,2023-04-06,849042,Active
A000009521,C06340,Savings,BR1002,Bengaluru,2023-07-27,371342,Active
A000009522,C06341,Current,BR1028,Pune,2026-07-28,3217266,Active
A000009523,C06341,Savings,BR1022,Mumbai,2026-07-30,601590,Active
A000009524,C06342,Current,BR1024,Bengaluru,2026-07-12,4354325,Active
A000009525,C06342,Savings,BR1024,Hyderabad,2022-04-02,915691,Inactive
A000009526,C06343,Savings,BR1010,Ahmedabad,2025-03-29,1312230,Active
A000009527,C06344,Savings,BR1013,Ahmedabad,2024-02-13,971759,Active
A000009528,C06344,Current,BR1015,Lucknow,2026-01-05,3452708,Active
A000009529,C06345,Savings,BR1023,Delhi,2024-04-13,353315,Active
A000009530,C06345,Current,BR1022,Ahmedabad,2025-02-14,3155719,Active
A000009531,C06346,Savings,BR1015,Kolkata,2023-07-11,1299960,Active
A000009532,C06346,Current,BR1013,Ahmedabad,2024-02-20,1428421,Active
A000009533,C06347,Savings,BR1020,Delhi,2025-11-10,1135370,Active
A000009534,C06348,Savings,BR1011,Mumbai,2024-10-31,40652,Active
A000009535,C06348,Current,BR1026,Jaipur,2024-02-29,2698981,Active
A000009536,C06349,Savings,BR1011,Bengaluru,2025-05-12,15050,Inactive
A000009537,C06349,Current,BR1025,Mumbai,2025-06-14,116490,Active
A000009538,C06350,Savings,BR1027,Mumbai,2024-10-11,426888,Active
A000009539,C06350,Current,BR1030,Mumbai,2023-12-12,3814824,Active
A000009540,C06351,Savings,BR1013,Lucknow,2024-10-08,1029669,Active
A000009541,C06352,Savings,BR1017,Lucknow,2026-02-25,518914,Active
A000009542,C06353,Savings,BR1018,Jaipur,2026-02-18,996350,Active
A000009543,C06354,Current,BR1022,Jaipur,2025-07-05,4050758,Active
A000009544,C06354,Savings,BR1017,Bengaluru,2025-03-18,140575,Active
A000009545,C06355,Savings,BR1012,Pune,2026-02-05,1033139,Active
A000009546,C06356,Current,BR1021,Kolkata,2023-08-27,1147979,Active
A000009547,C06357,Savings,BR1029,Mumbai,2025-01-22,651422,Active
A000009548,C06358,Current,BR1012,Mumbai,2023-06-02,3208960,Active
A000009549,C06358,Savings,BR1014,Delhi,2025-08-17,897698,Active
A000009550,C06359,Savings,BR1009,Ahmedabad,2026-05-04,1153619,Active
A000009551,C06359,Current,BR1023,Lucknow,2026-04-16,354682,Active
A000009552,C06360,Savings,BR1030,Mumbai,2022-02-25,1178114,Active
A000009553,C06361,Current,BR1030,Bengaluru,2023-12-10,1658850,Active
A000009554,C06362,Savings,BR1027,Pune,2020-05-27,1365268,Inactive
A000009555,C06363,Savings,BR1010,Delhi,2026-06-23,899971,Active
A000009556,C06364,Savings,BR1007,Kolkata,2024-11-06,200794,Active
A000009557,C06365,Savings,BR1026,Lucknow,2024-09-23,182582,Active
A000009558,C06366,Savings,BR1009,Delhi,2025-09-21,1043162,Active
A000009559,C06367,Current,BR1006,Chennai,2026-07-09,4306755,Active
A000009560,C06368,Savings,BR1014,Jaipur,2022-11-23,414401,Active
A000009561,C06368,Current,BR1028,Mumbai,2024-04-26,1206999,Inactive
A000009562,C06369,Current,BR1002,Ahmedabad,2026-03-21,2939779,Inactive
A000009563,C06370,Savings,BR1015,Chennai,2026-06-15,1164263,Active
A000009564,C06370,Current,BR1027,Ahmedabad,2023-11-19,4740201,Active
A000009565,C06371,Savings,BR1006,Delhi,2024-08-22,796660,Active
A000009566,C06372,Savings,BR1015,Jaipur,2021-01-25,1194249,Active
A000009567,C06372,Current,BR1024,Chennai,2023-12-13,1988851,Active
A000009568,C06373,Savings,BR1014,Pune,2025-12-14,979321,Active
A000009569,C06374,Savings,BR1030,Jaipur,2024-08-24,1466207,Active
A000009570,C06375,Savings,BR1023,Delhi,2022-01-04,565480,Active
A000009571,C06376,Savings,BR1005,Mumbai,2024-01-01,357358,Active
A000009572,C06377,Savings,BR1022,Ahmedabad,2026-03-29,170344,Active
A000009573,C06378,Current,BR1005,Chennai,2023-10-19,3441237,Active
A000009574,C06379,Savings,BR1001,Bengaluru,2026-01-30,827897,Active
A000009575,C06380,Current,BR1020,Bengaluru,2023-10-24,2719136,Inactive
A000009576,C06381,Savings,BR1012,Chennai,2025-11-08,892519,Active
A000009577,C06382,Savings,BR1028,Chennai,2021-12-15,549379,Active
A000009578,C06382,Current,BR1028,Ahmedabad,2022-10-24,1054886,Active
A000009579,C06383,Savings,BR1021,Chennai,2025-07-24,661973,Active
A000009580,C06383,Current,BR1022,Jaipur,2021-05-16,3925871,Closed
A000009581,C06384,Savings,BR1026,Delhi,2026-02-18,1171968,Active
A000009582,C06385,Savings,BR1010,Pune,2026-06-30,1316943,Closed
A000009583,C06386,Savings,BR1012,Bengaluru,2020-06-22,851627,Active
A000009584,C06386,Current,BR1004,Pune,2023-05-05,630216,Active
A000009585,C06387,Savings,BR1011,Kolkata,2023-08-07,1133198,Active
A000009586,C06388,Savings,BR1023,Mumbai,2022-04-19,382978,Active
A000009587,C06389,Savings,BR1013,Jaipur,2025-10-09,246041,Closed
A000009588,C06390,Savings,BR1025,Ahmedabad,2025-12-07,521779,Active
A000009589,C06390,Current,BR1002,Bengaluru,2023-04-09,303361,Active
A000009590,C06391,Savings,BR1017,Pune,2022-06-25,164958,Active
A000009591,C06392,Savings,BR1005,Delhi,2021-07-24,529809,Active
A000009592,C06393,Savings,BR1022,Delhi,2025-06-28,518661,Active
A000009593,C06394,Savings,BR1024,Jaipur,2026-07-25,1031539,Active
A000009594,C06395,Savings,BR1025,Kolkata,2025-06-02,1459989,Active
A000009595,C06396,Savings,BR1008,Hyderabad,2025-01-28,329617,Active
A000009596,C06396,Current,BR1002,Chennai,2025-12-19,2241122,Active
A000009597,C06397,Savings,BR1002,Jaipur,2025-12-22,1142273,Inactive
A000009598,C06397,Current,BR1003,Jaipur,2026-05-14,1957588,Closed
A000009599,C06398,Current,BR1022,Ahmedabad,2026-02-03,1265434,Inactive
A000009600,C06398,Savings,BR1029,Delhi,2026-04-25,946002,Active
A000009601,C06399,Current,BR1029,Pune,2020-03-19,2669450,Active
A000009602,C06400,Savings,BR1028,Delhi,2026-01-10,117333,Active
A000009603,C06401,Current,BR1025,Delhi,2025-05-15,964804,Active
A000009604,C06402,Savings,BR1002,Hyderabad,2025-09-19,949507,Active
A000009605,C06403,Savings,BR1014,Mumbai,2023-02-28,1416671,Active
A000009606,C06404,Savings,BR1030,Mumbai,2025-01-26,1035322,Active
A000009607,C06405,Savings,BR1017,Hyderabad,2026-04-24,998704,Active
A000009608,C06406,Savings,BR1022,Chennai,2025-01-23,724447,Active
A000009609,C06406,Current,BR1018,Ahmedabad,2019-01-02,3762974,Active
A000009610,C06407,Savings,BR1014,Lucknow,2020-04-06,514931,Active
A000009611,C06408,Savings,BR1014,Pune,2024-09-03,635591,Active
A000009612,C06409,Current,BR1021,Hyderabad,2021-02-16,1314941,Inactive
A000009613,C06410,Savings,BR1028,Delhi,2023-05-01,935013,Closed
A000009614,C06411,Savings,BR1023,Lucknow,2021-07-12,894986,Active
A000009615,C06411,Current,BR1012,Ahmedabad,2023-01-02,1851696,Active
A000009616,C06412,Current,BR1025,Delhi,2026-04-16,75031,Active
A000009617,C06412,Savings,BR1008,Ahmedabad,2025-06-25,708314,Active
A000009618,C06413,Savings,BR1026,Ahmedabad,2024-09-08,1459036,Active
A000009619,C06414,Savings,BR1028,Ahmedabad,2026-07-02,779157,Active
A000009620,C06414,Current,BR1030,Kolkata,2026-05-09,3945351,Active
A000009621,C06415,Savings,BR1025,Mumbai,2026-07-23,148024,Active
A000009622,C06415,Current,BR1025,Hyderabad,2025-01-04,3036873,Active
A000009623,C06416,Current,BR1021,Delhi,2025-06-04,2297087,Active
A000009624,C06417,Savings,BR1007,Mumbai,2026-03-14,581938,Active
A000009625,C06418,Savings,BR1008,Lucknow,2026-06-20,262784,Active
A000009626,C06419,Current,BR1011,Ahmedabad,2023-02-10,2379869,Active
A000009627,C06419,Savings,BR1002,Ahmedabad,2025-04-02,905525,Active
A000009628,C06420,Savings,BR1016,Pune,2026-02-03,897257,Active
A000009629,C06421,Savings,BR1014,Lucknow,2026-05-12,1095419,Active
A000009630,C06421,Current,BR1019,Ahmedabad,2026-01-13,1066693,Active
A000009631,C06422,Savings,BR1018,Kolkata,2023-04-04,363883,Active
A000009632,C06422,Current,BR1021,Bengaluru,2022-04-09,305182,Active
A000009633,C06423,Savings,BR1013,Delhi,2026-03-08,1368957,Active
A000009634,C06424,Current,BR1002,Hyderabad,2024-03-12,2229104,Active
A000009635,C06424,Savings,BR1006,Mumbai,2024-03-01,349505,Active
A000009636,C06425,Current,BR1028,Pune,2024-07-24,3657587,Active
A000009637,C06425,Savings,BR1025,Kolkata,2024-03-06,854160,Active
A000009638,C06426,Current,BR1013,Hyderabad,2020-12-19,1355088,Active
A000009639,C06426,Savings,BR1028,Jaipur,2019-11-01,1494871,Active
A000009640,C06427,Savings,BR1001,Kolkata,2025-08-13,432909,Active
A000009641,C06427,Current,BR1028,Bengaluru,2025-04-28,3964823,Active
A000009642,C06428,Savings,BR1002,Jaipur,2026-02-05,972037,Active
A000009643,C06429,Savings,BR1018,Chennai,2025-07-02,510070,Closed
A000009644,C06429,Current,BR1022,Bengaluru,2023-11-14,785345,Active
A000009645,C06430,Savings,BR1011,Chennai,2024-09-25,324499,Active
A000009646,C06430,Current,BR1017,Hyderabad,2024-09-05,1832820,Active
A000009647,C06431,Savings,BR1004,Pune,2024-04-20,1487338,Active
A000009648,C06432,Savings,BR1011,Chennai,2024-11-26,574935,Active
A000009649,C06433,Savings,BR1029,Hyderabad,2021-03-17,1385403,Active
A000009650,C06433,Current,BR1027,Pune,2023-09-06,1559011,Active
A000009651,C06434,Current,BR1023,Chennai,2026-05-07,4651306,Active
A000009652,C06435,Current,BR1025,Delhi,2024-09-05,4166213,Active
A000009653,C06435,Savings,BR1013,Jaipur,2023-11-26,1257483,Active
A000009654,C06436,Current,BR1025,Mumbai,2024-06-28,4601547,Active
A000009655,C06437,Current,BR1014,Bengaluru,2024-09-09,242093,Active
A000009656,C06437,Savings,BR1001,Delhi,2026-02-19,1420017,Active
A000009657,C06438,Current,BR1018,Chennai,2025-02-14,1984620,Inactive
A000009658,C06438,Savings,BR1020,Lucknow,2025-08-07,691834,Active
A000009659,C06439,Savings,BR1001,Kolkata,2024-09-07,1193734,Active
A000009660,C06440,Savings,BR1025,Kolkata,2025-11-24,71468,Active
A000009661,C06441,Savings,BR1008,Pune,2022-11-23,419191,Active
A000009662,C06442,Current,BR1026,Pune,2026-07-31,2918633,Active
A000009663,C06442,Savings,BR1007,Ahmedabad,2026-06-27,670630,Active
A000009664,C06443,Savings,BR1017,Bengaluru,2023-09-27,93021,Active
A000009665,C06444,Savings,BR1011,Lucknow,2022-07-11,1055191,Active
A000009666,C06445,Savings,BR1004,Kolkata,2025-02-27,1268356,Active
A000009667,C06446,Savings,BR1028,Hyderabad,2025-09-20,262311,Inactive
A000009668,C06446,Current,BR1020,Jaipur,2025-12-11,1324069,Active
A000009669,C06447,Savings,BR1006,Mumbai,2024-01-10,626126,Active
A000009670,C06448,Savings,BR1023,Chennai,2024-12-29,255567,Active
A000009671,C06449,Savings,BR1017,Mumbai,2023-03-26,760776,Active
A000009672,C06450,Savings,BR1020,Chennai,2026-05-02,1101054,Active
A000009673,C06451,Savings,BR1030,Lucknow,2024-08-20,863810,Active
A000009674,C06451,Current,BR1026,Lucknow,2024-08-17,269271,Active
A000009675,C06452,Current,BR1014,Jaipur,2024-05-01,4562699,Active
A000009676,C06453,Current,BR1030,Delhi,2026-07-27,4566014,Active
A000009677,C06454,Savings,BR1016,Lucknow,2020-07-14,677234,Active
A000009678,C06455,Savings,BR1005,Delhi,2025-12-19,1223433,Active
A000009679,C06455,Current,BR1009,Kolkata,2023-02-19,1335589,Active
A000009680,C06456,Savings,BR1016,Mumbai,2026-01-05,602049,Active
A000009681,C06456,Current,BR1017,Lucknow,2024-06-18,1034196,Active
A000009682,C06457,Savings,BR1007,Bengaluru,2025-10-20,1344407,Active
A000009683,C06457,Current,BR1020,Kolkata,2025-08-04,430202,Active
A000009684,C06458,Savings,BR1020,Mumbai,2026-06-27,1262203,Inactive
A000009685,C06458,Current,BR1028,Delhi,2025-05-24,1908185,Active
A000009686,C06459,Savings,BR1021,Kolkata,2021-08-30,594569,Inactive
A000009687,C06459,Current,BR1013,Kolkata,2023-04-25,1956496,Active
A000009688,C06460,Savings,BR1016,Pune,2024-04-18,429870,Active
A000009689,C06461,Savings,BR1013,Delhi,2020-05-10,614838,Inactive
A000009690,C06461,Current,BR1028,Delhi,2022-11-20,636325,Active
A000009691,C06462,Savings,BR1029,Bengaluru,2023-10-03,86533,Active
A000009692,C06463,Savings,BR1009,Ahmedabad,2026-07-03,825385,Active
A000009693,C06464,Current,BR1010,Lucknow,2026-06-13,2890509,Active
A000009694,C06465,Current,BR1024,Bengaluru,2025-08-12,3603703,Active
A000009695,C06465,Savings,BR1020,Delhi,2022-08-04,23520,Active
A000009696,C06466,Savings,BR1030,Pune,2025-12-20,707411,Active
A000009697,C06466,Current,BR1010,Jaipur,2025-04-28,2136317,Active
A000009698,C06467,Savings,BR1008,Pune,2025-08-03,345608,Active
A000009699,C06468,Savings,BR1008,Mumbai,2026-02-10,1008274,Active
A000009700,C06468,Current,BR1007,Pune,2023-06-27,2269572,Active
A000009701,C06469,Savings,BR1027,Mumbai,2024-12-19,914038,Active
A000009702,C06470,Savings,BR1011,Bengaluru,2026-07-12,267660,Active
A000009703,C06471,Savings,BR1015,Mumbai,2021-09-14,1479305,Active
A000009704,C06472,Current,BR1016,Kolkata,2023-12-27,3580761,Active
A000009705,C06473,Current,BR1030,Kolkata,2026-02-14,4760186,Active
A000009706,C06474,Current,BR1012,Hyderabad,2025-07-27,4818326,Active
A000009707,C06474,Savings,BR1009,Chennai,2025-07-11,600874,Active
A000009708,C06475,Savings,BR1015,Delhi,2024-12-31,908940,Active
A000009709,C06476,Current,BR1008,Lucknow,2023-03-29,1542636,Active
A000009710,C06476,Savings,BR1009,Jaipur,2024-11-28,1119226,Active
A000009711,C06477,Savings,BR1014,Ahmedabad,2026-04-21,160666,Active
A000009712,C06477,Current,BR1022,Kolkata,2026-03-22,2660514,Active
A000009713,C06478,Current,BR1029,Mumbai,2024-07-29,3982879,Inactive
A000009714,C06478,Savings,BR1020,Pune,2024-10-06,86193,Active
A000009715,C06479,Savings,BR1007,Delhi,2026-07-01,193127,Active
A000009716,C06480,Savings,BR1012,Jaipur,2024-06-18,1079533,Inactive
A000009717,C06481,Savings,BR1017,Kolkata,2022-08-27,337382,Active
A000009718,C06482,Savings,BR1010,Pune,2024-10-21,816700,Inactive
A000009719,C06483,Current,BR1017,Mumbai,2024-10-12,4359977,Active
A000009720,C06483,Savings,BR1014,Bengaluru,2022-04-23,1090308,Active
A000009721,C06484,Savings,BR1024,Kolkata,2026-06-02,192514,Active
A000009722,C06485,Savings,BR1009,Kolkata,2025-08-30,517292,Active
A000009723,C06485,Current,BR1025,Lucknow,2025-01-09,4481991,Inactive
A000009724,C06486,Savings,BR1021,Delhi,2025-12-22,1076402,Active
A000009725,C06486,Current,BR1014,Lucknow,2026-06-05,3950467,Active
A000009726,C06487,Savings,BR1014,Hyderabad,2025-07-02,570912,Active
A000009727,C06488,Savings,BR1016,Kolkata,2026-05-13,1047701,Active
A000009728,C06489,Savings,BR1022,Ahmedabad,2025-05-27,1079668,Active
A000009729,C06490,Savings,BR1006,Jaipur,2026-04-01,1465539,Active
A000009730,C06491,Savings,BR1002,Jaipur,2022-01-04,1218210,Active
A000009731,C06491,Current,BR1024,Jaipur,2024-05-07,4298089,Active
A000009732,C06492,Current,BR1008,Chennai,2025-08-25,4031600,Active
A000009733,C06493,Savings,BR1020,Pune,2026-05-30,439454,Active
A000009734,C06494,Current,BR1027,Chennai,2023-07-17,612976,Active
A000009735,C06495,Savings,BR1016,Bengaluru,2020-03-13,1159319,Active
A000009736,C06495,Current,BR1027,Lucknow,2026-07-31,4311715,Active
A000009737,C06496,Savings,BR1028,Chennai,2024-02-05,632701,Active
A000009738,C06496,Current,BR1017,Delhi,2024-09-05,4312859,Active
A000009739,C06497,Savings,BR1026,Kolkata,2025-10-04,1436548,Active
A000009740,C06497,Current,BR1016,Kolkata,2026-06-06,3958785,Active
A000009741,C06498,Savings,BR1019,Lucknow,2026-05-16,780296,Active
A000009742,C06499,Savings,BR1029,Lucknow,2025-09-17,217944,Active
A000009743,C06499,Current,BR1020,Hyderabad,2026-06-01,4441984,Active
A000009744,C06500,Savings,BR1027,Kolkata,2024-06-07,359942,Active
A000009745,C06501,Savings,BR1028,Jaipur,2021-02-25,1008963,Active
A000009746,C06502,Current,BR1020,Chennai,2025-11-01,3771664,Active
A000009747,C06502,Savings,BR1024,Ahmedabad,2026-04-25,931791,Active
A000009748,C06503,Savings,BR1018,Kolkata,2026-07-08,1159270,Active
A000009749,C06504,Savings,BR1011,Ahmedabad,2026-07-21,570988,Active
A000009750,C06504,Current,BR1007,Kolkata,2024-09-08,831367,Active
